hour_of_day,day_of_week,is_weekend,is_peak_hour,stop_count,distance_km,weather,congestion_index,passenger_load,actual_travel_time_minutes
10,3,0,0,3,22.6,4,0.352,0.21,94.4
21,6,1,0,4,19.5,0,0.203,0.388,57.1
6,2,0,0,10,21.0,2,0.562,0.563,90.7
6,2,0,0,3,7.9,0,0.411,0.028,30.6
14,6,1,0,13,18.2,4,0.275,0.184,88.0
6,6,1,0,6,23.3,1,0.357,0.171,83.1
20,6,1,0,4,21.3,1,0.223,0.53,83.4
10,2,0,0,6,4.0,0,0.305,0.334,17.9
7,2,0,1,4,15.6,2,0.899,0.917,66.1
7,1,0,1,7,28.1,2,0.785,0.655,138.7
6,5,1,0,8,9.7,0,0.21,0.463,32.5
18,0,0,1,5,19.0,1,0.567,0.436,78.5
6,4,0,0,3,2.7,0,0.309,0.302,11.0
19,3,0,1,8,7.4,4,0.538,0.934,37.8
9,5,1,1,7,25.0,0,0.74,0.258,121.0
22,2,0,0,11,14.5,0,0.123,0.433,54.8
13,2,0,0,6,11.1,1,0.405,0.478,46.8
14,3,0,0,14,22.3,1,0.111,0.48,96.3
17,0,0,1,11,27.1,1,0.541,0.547,107.7
10,6,1,0,7,10.1,1,0.142,0.261,36.1
10,0,0,0,8,11.1,0,0.282,0.409,41.8
9,6,1,1,6,20.9,2,0.789,0.581,97.2
18,0,0,1,10,23.3,0,0.57,0.631,86.9
7,5,1,1,6,21.7,1,0.768,0.728,92.4
13,6,1,0,5,26.4,0,0.157,0.478,80.9
19,2,0,1,4,26.1,0,0.559,0.623,71.1
15,0,0,0,12,11.8,0,0.255,0.429,53.1
10,2,0,0,11,28.1,3,0.533,0.141,121.8
15,5,1,0,11,11.7,1,0.176,0.186,44.0
17,3,0,1,3,2.5,0,0.831,0.649,13.2
5,5,1,0,10,15.1,3,0.505,0.501,80.2
16,1,0,0,6,9.5,0,0.187,0.411,38.0
21,4,0,0,14,25.5,4,0.485,0.531,130.9
6,1,0,0,3,2.0,0,0.33,0.312,8.7
17,6,1,1,9,7.8,4,0.638,0.647,43.9
17,2,0,1,9,16.4,0,0.885,0.331,74.6
10,3,0,0,12,6.2,0,0.199,0.586,30.0
8,0,0,1,5,7.9,4,0.638,0.793,37.6
11,0,0,0,3,21.4,1,0.271,0.65,76.3
21,3,0,0,6,19.8,1,0.241,0.694,69.0
7,6,1,1,8,8.6,0,0.533,0.984,42.2
22,1,0,0,10,24.5,1,0.334,0.51,106.9
12,6,1,0,13,21.3,4,0.612,0.578,112.6
8,6,1,1,5,26.2,0,0.744,0.446,119.1
5,6,1,0,5,28.9,1,0.283,0.106,98.0
20,2,0,0,5,21.9,1,0.461,0.495,88.9
22,6,1,0,8,4.6,0,0.283,0.304,24.8
16,4,0,0,13,25.6,4,0.512,0.569,130.5
7,6,1,1,14,13.3,4,0.752,0.621,78.5
15,2,0,0,6,15.8,0,0.363,0.698,61.4
11,2,0,0,11,20.1,0,0.13,0.411,83.4
12,4,0,0,6,23.7,0,0.292,0.323,80.3
15,1,0,0,10,19.2,2,0.597,0.665,77.6
20,4,0,0,5,17.3,0,0.344,0.564,60.2
14,5,1,0,12,12.7,2,0.28,0.271,64.4
11,3,0,0,9,26.0,4,0.583,0.267,113.8
22,2,0,0,6,6.1,2,0.575,0.234,28.9
12,6,1,0,5,28.8,3,0.34,0.208,106.9
6,4,0,0,11,19.8,0,0.158,0.455,80.8
18,0,0,1,5,29.8,0,0.811,0.342,125.1
7,4,0,1,13,27.5,2,0.685,0.596,123.0
10,1,0,0,5,19.3,0,0.336,0.421,73.5
22,4,0,0,3,16.7,0,0.382,0.552,58.2
21,2,0,0,11,25.6,0,0.283,0.31,92.5
12,4,0,0,6,2.4,2,0.407,0.254,13.2
17,5,1,1,6,13.2,0,0.781,0.298,61.7
5,2,0,0,3,19.1,0,0.229,0.342,65.8
11,5,1,0,8,11.4,1,0.312,0.519,47.8
6,4,0,0,11,25.8,0,0.313,0.394,75.2
10,0,0,0,10,22.2,0,0.429,0.381,87.4
10,0,0,0,14,26.7,1,0.338,0.28,86.8
5,4,0,0,13,8.2,1,0.295,0.313,38.1
18,1,0,1,11,18.5,0,0.841,0.584,111.1
22,2,0,0,7,13.6,0,0.269,0.307,54.2
10,5,1,0,9,18.2,1,0.0,0.399,64.3
17,6,1,1,13,29.4,0,0.749,0.444,129.7
6,0,0,0,10,11.3,0,0.188,0.277,49.4
19,6,1,1,10,21.4,1,0.392,0.464,92.4
6,2,0,0,8,24.0,0,0.518,0.441,103.4
9,6,1,1,11,12.4,1,0.592,0.839,63.7
16,3,0,0,9,5.8,1,0.351,0.426,27.9
6,1,0,0,12,26.5,0,0.246,0.471,93.5
8,0,0,1,9,13.3,0,0.637,0.784,53.8
15,5,1,0,14,20.9,2,0.459,0.349,88.8
8,6,1,1,9,7.7,1,0.775,0.704,41.1
9,0,0,1,3,12.9,0,0.743,0.789,50.9
15,1,0,0,10,11.6,1,0.29,0.36,44.4
9,4,0,1,6,18.2,1,0.825,0.994,79.0
21,0,0,0,7,27.9,0,0.39,0.446,109.3
21,3,0,0,13,14.3,2,0.693,0.455,77.7
9,2,0,1,9,16.2,1,0.674,0.469,74.4
13,1,0,0,9,21.0,4,0.498,0.551,104.6
13,2,0,0,4,23.7,2,0.483,0.271,100.1
13,4,0,0,14,19.6,1,0.352,0.333,77.7
9,5,1,1,5,28.3,0,0.296,0.436,101.3
17,5,1,1,10,9.1,1,0.601,0.481,37.7
8,3,0,1,11,2.0,0,0.504,0.551,17.8
13,4,0,0,3,14.7,1,0.27,0.596,45.0
7,2,0,1,4,11.5,0,0.452,0.764,39.8
17,4,0,1,5,18.6,0,0.842,0.827,87.0
21,4,0,0,9,18.5,2,0.44,0.488,67.1
14,1,0,0,5,3.2,1,0.201,0.366,14.6
11,0,0,0,10,19.0,0,0.17,0.43,64.7
8,3,0,1,11,28.4,1,0.486,0.8,118.5
16,0,0,0,5,7.3,0,0.13,0.619,24.5
16,3,0,0,14,6.5,0,0.366,0.264,41.3
18,3,0,1,12,17.2,2,0.528,0.561,82.9
17,3,0,1,10,18.5,1,0.564,0.467,71.8
20,2,0,0,8,18.3,4,0.375,0.502,85.1
22,5,1,0,6,25.5,0,0.191,0.641,79.4
5,0,0,0,7,14.4,1,0.216,0.494,44.8
10,6,1,0,7,5.7,2,0.236,0.515,28.9
12,0,0,0,7,23.7,0,0.286,0.262,71.8
5,6,1,0,3,7.8,0,0.207,0.316,28.5
19,5,1,1,9,14.7,1,0.455,0.881,61.1
15,4,0,0,10,20.7,3,0.462,0.499,103.7
10,2,0,0,12,3.4,1,0.244,0.4,22.8
17,3,0,1,6,14.4,2,0.897,0.523,78.7
8,2,0,1,8,15.1,3,1.0,0.981,82.0
13,5,1,0,10,25.3,0,0.171,0.43,97.3
14,2,0,0,7,20.1,4,0.319,0.585,92.2
11,0,0,0,11,13.6,1,0.436,0.533,60.8
15,6,1,0,8,26.4,2,0.237,0.651,97.3
7,6,1,1,4,14.3,0,0.426,0.654,47.2
5,6,1,0,6,16.1,0,0.233,0.235,60.3
11,3,0,0,4,11.6,0,0.462,0.247,41.0
22,3,0,0,6,5.8,1,0.272,0.224,25.1
19,2,0,1,14,17.7,1,0.439,0.692,80.9
7,4,0,1,4,5.6,1,0.685,0.588,26.5
16,5,1,0,4,8.1,2,0.421,0.446,37.2
10,2,0,0,6,14.3,0,0.495,0.494,53.5
11,6,1,0,3,11.6,0,0.106,0.261,35.7
12,0,0,0,7,3.0,0,0.466,0.298,17.9
14,0,0,0,12,22.8,1,0.107,0.183,89.7
20,1,0,0,4,15.3,2,0.361,0.543,59.4
8,3,0,1,10,24.5,2,0.906,0.639,145.0
17,3,0,1,5,16.6,0,0.755,0.815,73.7
15,5,1,0,11,12.6,2,0.563,0.5,56.0
8,4,0,1,11,24.3,2,0.662,0.871,110.3
18,1,0,1,6,9.4,2,0.88,0.688,40.2
15,6,1,0,7,12.9,4,0.483,0.608,64.3
19,5,1,1,9,7.3,2,0.564,0.827,30.7
5,4,0,0,7,29.1,1,0.308,0.486,106.3
8,6,1,1,7,25.3,1,0.399,0.842,85.5
10,1,0,0,6,19.0,0,0.359,0.299,76.4
22,6,1,0,6,12.0,4,0.34,0.521,60.0
13,0,0,0,7,25.3,1,0.407,0.236,110.0
18,4,0,1,13,29.7,1,0.723,0.522,137.1
20,1,0,0,4,11.4,1,0.316,0.425,37.9
8,0,0,1,6,2.6,0,0.866,0.763,18.7
11,5,1,0,11,11.6,0,0.05,0.578,35.7
13,5,1,0,4,25.4,0,0.177,0.141,73.9
8,2,0,1,12,22.2,2,0.924,0.478,120.6
5,1,0,0,8,20.8,0,0.152,0.425,88.1
8,0,0,1,3,25.6,0,0.877,0.683,109.2
7,1,0,1,10,21.0,1,0.609,0.767,91.5
13,0,0,0,14,27.8,2,0.5,0.53,131.2
16,5,1,0,10,12.5,1,0.0,0.437,37.2
14,0,0,0,5,21.2,1,0.343,0.431,76.5
5,1,0,0,9,25.9,0,0.084,0.472,80.3
12,2,0,0,5,6.2,0,0.238,0.069,22.9
21,1,0,0,9,28.2,1,0.234,0.426,113.0
7,5,1,1,9,3.9,3,0.518,0.802,24.5
20,0,0,0,6,21.5,1,0.389,0.479,81.8
7,1,0,1,6,12.0,1,0.562,0.7,51.8
19,1,0,1,11,7.3,0,0.876,0.814,44.2
20,6,1,0,7,3.5,2,0.192,0.301,19.5
6,2,0,0,6,11.6,0,0.287,0.709,38.0
6,1,0,0,11,11.3,1,0.278,0.412,55.1
16,5,1,0,9,14.9,0,0.292,0.175,54.9
7,5,1,1,12,12.2,1,0.51,0.915,64.0
19,0,0,1,14,15.0,0,0.453,0.366,73.0
7,0,0,1,6,8.4,0,0.541,0.486,34.0
20,3,0,0,7,20.3,1,0.146,0.664,74.8
13,5,1,0,4,8.8,0,0.318,0.608,32.8
14,0,0,0,14,24.5,4,0.456,0.534,110.9
18,1,0,1,6,7.2,4,0.934,0.658,45.9
7,2,0,1,4,28.9,0,0.645,0.603,110.6
14,0,0,0,8,29.5,1,0.379,0.281,108.6
16,2,0,0,4,19.1,2,0.372,0.449,70.5
14,2,0,0,12,4.4,0,0.364,0.676,22.8
17,0,0,1,13,17.5,1,0.637,0.504,90.8
9,6,1,1,12,14.0,1,0.294,0.697,68.2
20,3,0,0,13,11.4,1,0.07,0.396,52.7
18,6,1,1,14,9.1,1,0.349,0.83,40.6
8,0,0,1,14,10.1,0,0.831,0.771,54.1
19,2,0,1,4,7.6,0,0.719,0.622,36.7
5,2,0,0,8,15.7,0,0.392,0.485,61.7
14,2,0,0,6,21.2,0,0.264,0.313,79.0
6,1,0,0,7,2.1,0,0.184,0.446,19.9
7,0,0,1,10,27.3,0,0.618,0.573,110.5
20,1,0,0,13,17.4,0,0.493,0.402,68.6
22,2,0,0,10,13.7,0,0.371,0.584,60.5
13,6,1,0,7,24.2,1,0.147,0.402,92.9
18,6,1,1,13,3.4,1,0.719,0.501,29.2
6,5,1,0,10,12.7,1,0.337,0.69,45.6
8,6,1,1,10,21.0,1,0.394,0.661,90.5
21,0,0,0,6,19.3,1,0.399,0.383,81.6
21,3,0,0,8,27.1,0,0.268,0.586,99.4
19,1,0,1,3,22.1,4,0.731,0.649,109.4
20,1,0,0,12,22.5,0,0.37,0.259,99.0
20,1,0,0,5,28.9,2,0.31,0.371,108.8
6,6,1,0,5,8.9,1,0.15,0.573,32.9
15,1,0,0,9,5.9,2,0.421,0.463,28.6
8,3,0,1,3,22.3,2,0.708,0.663,102.1
6,5,1,0,14,18.1,0,0.106,0.242,66.1
17,3,0,1,12,15.9,0,0.693,0.742,76.3
17,6,1,1,13,3.9,0,0.374,0.86,23.9
17,5,1,1,3,20.5,0,0.493,0.586,70.5
17,3,0,1,5,28.2,0,0.571,0.701,95.5
16,1,0,0,6,2.3,0,0.285,0.102,11.5
18,0,0,1,4,11.8,1,0.78,0.616,48.2
6,1,0,0,14,3.1,0,0.363,0.232,19.8
22,3,0,0,12,6.0,0,0.165,0.501,26.8
8,0,0,1,8,11.2,0,0.692,0.738,48.7
9,4,0,1,5,8.7,0,0.464,0.828,34.4
14,1,0,0,5,5.8,0,0.277,0.389,24.3
6,2,0,0,14,14.2,0,0.193,0.44,47.1
10,5,1,0,14,27.8,0,0.228,0.363,95.4
7,1,0,1,12,23.3,1,0.67,0.597,95.6
16,4,0,0,14,17.3,1,0.351,0.62,75.1
20,5,1,0,14,21.6,3,0.475,0.382,102.9
9,6,1,1,3,28.8,2,0.623,0.547,117.1
18,2,0,1,11,13.0,4,0.989,0.784,80.6
19,2,0,1,8,11.1,3,0.681,0.52,62.2
5,0,0,0,11,24.2,4,0.449,0.477,116.7
7,1,0,1,4,21.7,2,0.63,0.683,101.7
11,3,0,0,14,23.5,2,0.442,0.45,92.9
9,0,0,1,9,19.9,4,0.717,0.926,109.6
10,0,0,0,4,23.2,2,0.38,0.587,90.8
21,0,0,0,10,5.4,0,0.294,0.421,22.5
10,6,1,0,9,19.1,0,0.29,0.443,80.1
15,4,0,0,12,12.2,0,0.376,0.391,50.2
22,3,0,0,12,24.9,3,0.252,0.472,93.8
7,6,1,1,14,17.9,0,0.521,0.773,71.0
18,1,0,1,13,22.3,2,0.836,0.625,92.9
17,4,0,1,3,10.3,0,0.692,0.534,44.9
8,3,0,1,11,12.7,4,0.798,0.714,61.4
11,1,0,0,10,13.8,4,0.361,0.135,61.8
19,5,1,1,12,24.0,1,0.705,0.962,95.3
9,5,1,1,9,23.8,1,0.798,0.56,101.8
15,0,0,0,13,15.3,4,0.647,0.281,84.4
17,0,0,1,14,9.9,1,0.676,0.523,60.1
16,5,1,0,8,26.7,1,0.14,0.345,88.4
13,5,1,0,7,29.7,1,0.301,0.429,111.8
15,0,0,0,13,18.3,3,0.391,0.346,90.1
14,2,0,0,5,21.3,0,0.183,0.0,68.1
8,3,0,1,8,29.5,2,0.768,0.532,127.7
10,0,0,0,6,6.6,2,0.548,0.53,36.5
22,6,1,0,11,10.5,0,0.0,0.641,42.1
14,0,0,0,7,12.1,1,0.41,0.569,46.2
21,6,1,0,12,23.9,4,0.526,0.516,130.0
17,6,1,1,8,22.8,0,0.485,0.72,96.3
19,3,0,1,5,24.6,1,0.515,0.715,88.0
9,3,0,1,14,9.2,0,0.511,0.701,52.5
22,4,0,0,6,2.0,0,0.272,0.458,9.5
11,3,0,0,5,8.8,0,0.486,0.0,37.4
22,6,1,0,5,28.6,2,0.289,0.267,122.6
15,3,0,0,7,28.2,0,0.244,0.598,103.9
13,6,1,0,8,10.5,3,0.286,0.595,39.6
22,0,0,0,9,12.1,0,0.215,0.246,43.1
7,0,0,1,14,16.4,4,0.487,0.85,81.2
16,0,0,0,4,2.5,0,0.223,0.213,12.2
5,4,0,0,6,23.2,0,0.218,0.376,75.4
9,1,0,1,4,5.4,1,0.419,0.959,24.1
15,3,0,0,13,11.7,0,0.217,0.237,49.3
8,6,1,1,12,12.8,2,0.432,0.51,60.5
12,4,0,0,4,9.5,1,0.255,0.307,30.6
22,4,0,0,8,29.1,1,0.436,0.27,127.6
10,0,0,0,3,13.5,0,0.272,0.466,48.8
13,4,0,0,4,24.6,0,0.313,0.554,75.9
11,3,0,0,8,8.2,0,0.3,0.283,35.0
19,3,0,1,14,26.0,4,0.735,0.666,134.6
8,4,0,1,13,29.7,1,0.805,0.528,130.1
16,5,1,0,9,3.9,1,0.234,0.48,18.4
11,6,1,0,4,12.6,2,0.27,0.128,54.5
15,3,0,0,6,12.7,1,0.246,0.402,53.6
12,6,1,0,12,13.1,0,0.185,0.267,48.3
11,1,0,0,13,24.4,1,0.231,0.519,95.7
22,6,1,0,14,26.6,0,0.182,0.752,90.5
12,5,1,0,3,5.1,0,0.48,0.48,21.8
16,2,0,0,8,14.3,1,0.37,0.601,55.9
14,5,1,0,14,29.3,1,0.085,0.168,90.4
14,0,0,0,10,17.3,1,0.325,0.401,61.0
20,6,1,0,11,5.6,1,0.198,0.433,25.4
13,2,0,0,14,19.6,0,0.378,0.525,95.0
7,5,1,1,4,29.9,2,0.889,0.629,134.3
15,5,1,0,7,25.8,0,0.392,0.407,101.9
5,1,0,0,13,15.1,0,0.353,0.454,70.0
8,4,0,1,13,14.2,1,0.561,0.529,67.0
10,5,1,0,5,13.6,0,0.339,0.216,50.2
14,6,1,0,10,11.7,1,0.015,0.523,40.4
17,6,1,1,5,6.2,0,0.566,0.758,27.3
8,2,0,1,14,6.1,1,0.625,0.576,41.7
14,0,0,0,3,18.7,3,0.401,0.313,74.6
21,6,1,0,10,28.3,3,0.63,0.474,123.7
18,2,0,1,10,6.4,1,0.813,0.564,42.2
21,1,0,0,3,23.0,1,0.489,0.216,88.1
5,3,0,0,13,29.6,2,0.413,0.371,119.2
15,3,0,0,13,17.3,1,0.203,0.572,76.4
6,6,1,0,8,10.1,0,0.142,0.382,33.6
5,5,1,0,5,4.1,4,0.358,0.451,20.6
16,1,0,0,6,11.1,4,0.568,0.146,54.3
20,2,0,0,8,12.0,0,0.369,0.431,45.0
6,3,0,0,8,12.6,1,0.441,0.356,56.7
21,4,0,0,6,16.0,1,0.314,0.589,61.8
19,5,1,1,9,25.4,0,0.411,0.608,99.8
15,1,0,0,9,21.1,1,0.39,0.375,79.8
12,5,1,0,7,16.8,2,0.351,0.421,59.9
5,4,0,0,4,12.3,0,0.248,0.44,43.7
18,3,0,1,11,12.9,0,0.433,0.09,51.3
13,5,1,0,5,26.0,1,0.149,0.433,89.1
11,1,0,0,9,4.1,0,0.217,0.798,18.0
8,3,0,1,14,17.0,2,0.773,0.509,105.3
9,3,0,1,11,20.1,0,0.666,0.98,87.2
20,4,0,0,14,7.7,0,0.217,0.403,45.8
8,5,1,1,13,25.5,2,0.71,0.956,125.9
6,2,0,0,12,2.7,4,0.431,0.303,17.8
12,5,1,0,3,12.5,3,0.39,0.404,55.0
5,0,0,0,13,11.7,0,0.392,0.359,62.9
11,4,0,0,5,4.0,0,0.275,0.6,18.4
19,0,0,1,14,29.7,2,0.741,0.838,150.6
11,3,0,0,12,19.1,1,0.336,0.55,81.0
21,6,1,0,8,25.7,0,0.317,0.13,97.2
11,4,0,0,14,2.9,4,0.442,0.403,19.3
18,1,0,1,9,23.4,0,0.71,0.728,99.9
12,2,0,0,12,9.5,0,0.396,0.476,46.0
8,5,1,1,9,6.7,1,0.531,0.645,33.7
5,2,0,0,9,26.4,4,0.225,0.366,112.0
11,3,0,0,7,22.0,1,0.37,0.333,80.2
9,5,1,1,6,23.5,2,0.769,0.779,118.3
16,6,1,0,5,29.2,0,0.202,0.252,78.0
15,5,1,0,12,7.5,0,0.193,0.482,34.7
22,1,0,0,8,9.9,3,0.704,0.174,43.7
14,6,1,0,6,8.0,1,0.099,0.753,32.3
11,3,0,0,6,20.6,1,0.244,0.535,71.4
11,3,0,0,9,10.2,4,0.434,0.306,53.6
8,2,0,1,8,20.4,2,0.633,0.653,98.0
19,1,0,1,10,16.5,0,0.727,0.691,85.4
22,2,0,0,10,22.1,3,0.321,0.628,87.7
17,0,0,1,3,27.6,1,0.607,0.573,112.1
13,3,0,0,11,4.4,1,0.316,0.446,22.8
16,1,0,0,13,2.3,1,0.189,0.457,24.1
16,4,0,0,14,12.5,2,0.441,0.526,72.0
8,5,1,1,3,16.8,4,0.612,0.721,80.1
22,0,0,0,9,15.3,1,0.531,0.4,59.1
11,3,0,0,5,3.1,0,0.214,0.362,11.4
15,1,0,0,13,20.2,0,0.276,0.329,72.2
10,3,0,0,3,6.7,2,0.377,0.246,30.5
20,6,1,0,7,8.2,1,0.208,0.49,37.1
10,2,0,0,8,18.7,1,0.387,0.466,82.3
21,4,0,0,8,3.0,4,0.273,0.497,17.8
17,5,1,1,13,19.2,1,0.629,1.0,96.0
14,6,1,0,4,18.0,0,0.225,0.627,59.0
10,4,0,0,4,13.9,0,0.343,0.496,53.7
10,3,0,0,9,10.5,0,0.257,0.196,48.7
8,6,1,1,7,6.2,0,0.345,0.561,29.6
22,4,0,0,14,6.6,1,0.343,0.418,38.0
5,4,0,0,3,19.4,0,0.329,0.262,73.2
8,5,1,1,12,8.7,0,0.516,0.641,36.7
15,6,1,0,4,4.5,1,0.211,0.621,21.0
20,2,0,0,9,5.3,2,0.569,0.794,27.6
11,1,0,0,5,19.0,0,0.252,0.491,69.8
10,5,1,0,9,16.2,2,0.29,0.304,67.1
19,3,0,1,6,23.0,0,0.533,0.617,82.9
20,2,0,0,6,16.6,0,0.246,0.177,55.6
14,0,0,0,11,14.2,0,0.335,0.264,53.3
18,2,0,1,6,8.5,2,0.948,0.665,45.1
9,3,0,1,9,24.9,1,0.825,0.934,92.4
16,3,0,0,12,10.3,0,0.232,0.584,54.7
16,3,0,0,9,13.6,1,0.226,0.744,55.7
7,4,0,1,12,2.4,1,0.584,0.755,26.2
15,1,0,0,10,22.5,1,0.509,0.536,106.5
21,1,0,0,14,18.7,0,0.492,0.137,73.0
9,3,0,1,5,9.5,0,0.633,0.8,39.5
10,1,0,0,7,15.6,0,0.23,0.2,51.3
20,4,0,0,8,11.4,0,0.423,0.239,50.2
7,3,0,1,14,15.3,2,0.777,0.759,84.1
21,1,0,0,3,19.9,0,0.437,0.513,76.2
7,0,0,1,14,13.5,1,0.515,0.468,64.2
18,3,0,1,6,5.8,0,0.66,0.564,30.7
6,0,0,0,14,4.0,2,0.276,0.455,35.2
21,1,0,0,14,6.1,0,0.375,0.097,33.7
5,6,1,0,10,24.3,1,0.203,0.736,82.3
10,6,1,0,5,29.5,0,0.346,0.354,98.7
15,0,0,0,5,2.6,0,0.333,0.502,12.6
6,1,0,0,3,29.9,0,0.321,0.597,96.6
10,3,0,0,4,2.2,4,0.173,0.711,13.7
21,1,0,0,12,27.8,0,0.296,0.638,109.1
16,3,0,0,10,4.5,0,0.325,0.517,23.6
22,4,0,0,13,17.2,4,0.3,0.804,78.2
6,6,1,0,14,17.5,2,0.573,0.42,90.4
20,3,0,0,11,15.8,1,0.293,0.389,63.1
17,5,1,1,13,4.5,1,0.47,0.482,26.1
17,1,0,1,7,9.0,0,0.603,0.717,41.6
14,4,0,0,10,17.2,0,0.359,0.551,65.6
14,3,0,0,4,2.8,0,0.328,0.419,12.9
7,1,0,1,11,25.9,2,0.827,0.712,139.2
13,4,0,0,9,25.5,0,0.258,0.568,88.5
7,0,0,1,10,5.5,1,0.436,0.673,26.3
12,2,0,0,3,15.9,0,0.091,0.572,49.4
14,3,0,0,4,2.9,1,0.009,0.183,15.3
9,6,1,1,8,19.0,0,0.638,0.679,69.8
14,3,0,0,4,7.7,1,0.254,0.299,31.6
10,1,0,0,3,7.4,2,0.354,0.0,30.8
5,1,0,0,11,5.6,1,0.447,0.844,30.7
20,3,0,0,7,21.1,0,0.335,0.186,81.2
15,4,0,0,7,11.8,3,0.459,0.687,54.8
11,5,1,0,13,20.3,1,0.332,0.408,71.7
10,6,1,0,7,13.7,4,0.393,0.302,57.8
8,3,0,1,5,23.7,3,0.76,0.654,125.4
11,4,0,0,14,25.9,1,0.264,0.349,101.0
13,5,1,0,9,16.3,2,0.334,0.602,72.4
5,3,0,0,4,20.7,2,0.408,0.38,81.2
20,3,0,0,14,29.8,3,0.412,0.237,123.1
13,6,1,0,8,19.6,0,0.278,0.529,74.4
12,5,1,0,6,23.5,0,0.318,0.487,90.2
7,1,0,1,6,29.2,2,0.872,0.724,136.9
16,6,1,0,13,8.8,0,0.195,0.388,41.3
12,5,1,0,5,2.7,0,0.042,0.545,12.9
14,0,0,0,10,18.2,0,0.226,0.471,64.2
21,5,1,0,7,13.4,0,0.195,0.332,46.6
7,4,0,1,14,20.9,0,0.614,0.56,92.4
6,3,0,0,7,12.5,2,0.403,0.394,51.4
19,4,0,1,14,26.1,0,0.758,0.671,100.2
21,0,0,0,6,15.1,2,0.443,0.416,64.9
22,6,1,0,9,6.7,0,0.076,0.46,23.3
7,1,0,1,7,20.9,0,0.604,0.695,86.8
21,2,0,0,12,16.9,0,0.375,0.626,72.5
19,6,1,1,4,6.2,1,0.436,0.863,25.9
15,5,1,0,4,11.4,0,0.143,0.375,37.8
10,3,0,0,14,21.4,0,0.385,0.405,75.7
13,6,1,0,3,6.7,0,0.286,0.559,24.5
14,4,0,0,12,16.8,0,0.317,0.337,75.4
7,0,0,1,12,19.3,1,0.708,0.58,79.9
5,1,0,0,4,23.3,1,0.281,0.309,79.6
6,2,0,0,9,2.9,0,0.414,0.0,14.1
13,1,0,0,14,14.0,0,0.314,0.334,54.5
11,0,0,0,3,23.0,0,0.47,0.268,86.0
10,0,0,0,13,2.1,0,0.28,0.282,23.3
6,3,0,0,7,19.4,2,0.358,0.541,89.2
12,4,0,0,5,22.1,3,0.362,0.211,85.5
15,5,1,0,5,17.0,0,0.231,0.274,54.9
15,3,0,0,11,15.3,0,0.369,0.451,64.3
18,3,0,1,6,19.5,2,0.771,0.98,91.3
5,1,0,0,14,28.8,4,0.492,0.376,146.8
20,6,1,0,10,5.7,1,0.284,0.373,30.7
14,4,0,0,13,8.9,0,0.399,0.535,51.6
5,4,0,0,8,28.3,3,0.383,0.451,130.9
17,0,0,1,3,11.2,1,0.488,0.557,41.1
20,4,0,0,10,12.9,2,0.422,0.311,45.0
13,4,0,0,13,7.6,2,0.544,0.413,48.1
5,2,0,0,9,6.5,1,0.097,0.153,25.8
10,6,1,0,8,26.0,2,0.365,0.285,110.9
11,1,0,0,6,24.7,1,0.047,0.503,84.5
12,6,1,0,11,26.5,3,0.383,0.366,125.7
17,0,0,1,11,22.2,0,0.596,0.887,104.2
10,6,1,0,7,14.1,2,0.418,0.566,65.7
22,3,0,0,3,29.0,4,0.511,0.594,112.2
21,6,1,0,6,21.3,1,0.328,0.358,79.8
5,1,0,0,14,5.0,0,0.318,0.299,23.0
5,4,0,0,5,17.8,0,0.29,0.239,71.0
17,2,0,1,14,29.2,0,0.482,1.0,109.8
13,2,0,0,11,12.2,0,0.177,0.313,52.1
12,0,0,0,5,11.1,1,0.36,0.26,50.2
16,4,0,0,7,6.8,1,0.387,0.512,31.6
8,5,1,1,14,10.9,0,0.556,0.571,46.7
13,6,1,0,9,23.8,4,0.408,0.512,114.1
11,0,0,0,13,15.0,2,0.443,0.557,64.6
11,4,0,0,3,13.9,0,0.142,0.375,44.0
19,4,0,1,8,19.6,2,0.864,0.566,99.9
18,1,0,1,9,28.6,0,0.634,0.579,105.9
21,4,0,0,7,5.7,0,0.34,0.539,22.8
21,3,0,0,9,6.1,2,0.336,0.474,28.2
6,1,0,0,12,22.4,1,0.403,0.266,86.3
22,3,0,0,14,23.4,0,0.424,0.508,87.2
18,3,0,1,3,22.6,3,0.829,0.662,105.6
16,2,0,0,3,22.8,0,0.33,0.33,74.7
13,2,0,0,10,25.9,2,0.557,0.263,110.7
17,6,1,1,12,3.8,1,0.321,0.702,19.4
17,4,0,1,13,11.0,0,0.724,0.9,62.1
16,0,0,0,5,29.7,2,0.625,0.544,130.5
8,4,0,1,5,22.6,2,0.755,0.549,104.0
5,6,1,0,6,21.3,1,0.349,0.218,91.2
17,2,0,1,6,4.3,3,0.911,0.93,23.4
9,5,1,1,14,21.8,4,0.74,0.583,116.5
21,0,0,0,7,28.3,2,0.316,0.598,96.5
12,6,1,0,11,29.3,0,0.128,0.466,84.9
17,1,0,1,8,2.8,1,0.714,0.663,23.4
12,2,0,0,7,15.1,1,0.325,0.355,58.7
22,0,0,0,6,10.0,0,0.204,0.651,42.0
11,6,1,0,11,17.9,0,0.333,0.683,69.8
6,4,0,0,4,10.4,0,0.464,0.45,39.8
22,4,0,0,6,20.1,1,0.339,0.281,71.8
13,6,1,0,3,13.3,4,0.504,0.47,56.5
21,6,1,0,4,27.4,2,0.494,0.276,106.1
5,0,0,0,8,14.9,4,0.331,0.494,66.0
